@RELATION svm5classmodel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {depan_mati,tengah_mati,depan_menyala,samping_mati}

@DATA
0.061751,0.005144,2.976045,0.191145,0.241220,0.481448,0.007328,0.074380,-32.807295,2.021137,-0.072570,0.152994,0.124062,0.173987,0.063409,0.046764,0.059379,0.047596,-0.099842,0.040485,-0.056043,0.028748,0.005447,0.039112,0.007174,0.029733,0.007151,0.036780,0.002723,0.005992,0.010127,0.036241,0.004465,0.021885,0.019734,0.011709,0.309338,0.044975,0.040603,0.246341,0.005791,0.050773,2.966396,0.569741,0.460837,0.319665,0.226671,0.177399,0.217920,0.195655,0.129257,0.193703,0.139488,0.143393,0.150178,0.029394,0.004712,0.026412,0.004704,0.016704,0.004074,0.015461,0.002727,0.004923,0.006169,0.029018,0.004217,0.007876,depan_mati
0.072457,0.004102,2.911685,0.206298,0.246558,0.507467,0.006341,0.082586,-33.360791,1.954404,-0.047241,0.164419,0.072781,0.126544,-0.000063,0.020213,-0.009444,0.104283,-0.043558,-0.003179,-0.131660,0.028342,0.003560,0.028156,0.008627,0.046615,0.009598,0.032997,0.008421,0.004266,0.012472,0.029637,0.004472,0.025138,0.032552,0.007656,0.389519,0.049572,0.040476,0.266455,0.004561,0.060924,3.262059,0.602135,0.514210,0.282656,0.205965,0.232471,0.235884,0.198324,0.173753,0.176621,0.173809,0.131368,0.195347,0.037682,0.003159,0.022105,0.006568,0.022681,0.009402,0.031219,0.014070,0.003513,0.011399,0.023976,0.003754,0.009633,depan_mati
0.036242,0.006776,2.777981,0.141760,0.209704,0.209651,0.009358,0.033411,-30.596130,2.518713,0.413840,0.290548,0.127726,0.120262,-0.042739,-0.028285,-0.072959,-0.060774,-0.189557,0.117085,0.002662,0.037162,0.001679,0.049370,0.016589,0.038296,0.018548,0.039273,0.001271,0.003206,0.013199,0.036462,0.004603,0.030831,0.021717,0.008789,0.455294,0.058791,0.054298,0.184051,0.006666,0.025499,4.230609,0.730340,0.714894,0.390809,0.311911,0.242444,0.248023,0.214543,0.213501,0.324310,0.185301,0.151669,0.257518,0.044282,0.001656,0.037069,0.019335,0.032728,0.030374,0.032118,0.002407,0.003350,0.013385,0.035345,0.003971,0.012577,depan_mati
0.058215,0.007743,2.744801,0.161930,0.201814,0.680198,0.007685,0.109662,-30.315650,1.859383,0.126442,0.510575,0.271826,0.154959,-0.026331,0.098443,-0.140607,0.202100,-0.142435,0.156698,0.018487,0.017920,0.002231,0.057959,0.009899,0.028630,0.011626,0.022892,0.002691,0.005476,0.013247,0.029791,0.005522,0.021719,0.036452,0.012790,0.488292,0.077539,0.057467,0.604928,0.007057,0.086781,5.326937,1.001867,0.747015,0.505061,0.328786,0.226647,0.206143,0.256225,0.251641,0.283297,0.245498,0.138000,0.145222,0.019225,0.002206,0.055199,0.010321,0.025666,0.011839,0.015206,0.003319,0.004514,0.011865,0.018400,0.006544,0.013889,tengah_mati
0.093928,0.009081,2.830562,0.211676,0.231561,1.157011,0.004469,0.183001,-32.839145,1.257754,-0.001796,0.307947,0.130392,0.174742,-0.015125,-0.019155,-0.071815,0.143410,-0.110873,0.069351,0.057836,0.014130,0.002593,0.042800,0.006728,0.018044,0.011372,0.017741,0.002759,0.004855,0.010406,0.018307,0.003781,0.014554,0.030476,0.014611,0.243713,0.054621,0.036255,0.486253,0.004523,0.069495,3.775205,0.863706,0.513162,0.276936,0.209853,0.131895,0.134435,0.130209,0.133266,0.144125,0.100870,0.109564,0.097770,0.011636,0.001111,0.036532,0.003261,0.013663,0.008977,0.010098,0.001677,0.003077,0.007660,0.013971,0.002300,0.009810,tengah_mati
0.080679,0.005969,2.662115,0.200235,0.222480,1.111312,0.004711,0.175892,-31.803172,1.150076,0.009218,0.319153,0.194230,0.141456,0.031399,0.037522,-0.015149,0.175864,-0.036383,0.049663,-0.041411,0.014697,0.002572,0.041475,0.009665,0.021725,0.010260,0.016687,0.002609,0.005467,0.009880,0.015865,0.005385,0.015311,0.027413,0.009301,0.236266,0.051300,0.032668,0.488401,0.004106,0.072251,3.116886,0.802627,0.447017,0.271955,0.219383,0.110333,0.144719,0.154903,0.170093,0.143167,0.113949,0.094150,0.095993,0.011510,0.001494,0.036208,0.011363,0.018615,0.010903,0.010610,0.002799,0.002952,0.005467,0.012568,0.003021,0.009773,tengah_mati
0.060404,0.008782,2.739212,0.168596,0.205789,0.756642,0.006750,0.123803,-30.128894,1.735234,0.014022,0.411437,0.232603,0.086543,-0.024688,0.039682,-0.150523,0.165869,-0.063551,0.116393,0.031370,0.018009,0.002157,0.060595,0.007643,0.027849,0.012614,0.033534,0.003228,0.004921,0.008073,0.020640,0.003622,0.022780,0.038767,0.013540,0.352107,0.078032,0.055397,0.694795,0.005378,0.101839,4.909067,1.188884,0.778703,0.467973,0.317336,0.226022,0.236535,0.249252,0.209072,0.213890,0.167365,0.152806,0.121596,0.018482,0.001676,0.051092,0.006314,0.024838,0.018991,0.035699,0.004410,0.002536,0.005483,0.016846,0.004082,0.014546,tengah_mati
0.075885,0.004688,2.531707,0.190017,0.214294,1.073552,0.003998,0.171138,-30.449004,1.327936,0.088466,0.310450,0.111867,0.101834,-0.010674,-0.000833,-0.110677,0.126205,-0.103868,0.123749,-0.034986,0.016906,0.002209,0.042087,0.007226,0.018471,0.009200,0.018524,0.002288,0.006958,0.011754,0.017386,0.006185,0.014918,0.026191,0.007842,0.310181,0.057357,0.034780,0.570903,0.003171,0.088065,3.275898,0.984726,0.541724,0.353176,0.264232,0.160241,0.186967,0.182746,0.182837,0.204208,0.152147,0.132692,0.120817,0.014942,0.001339,0.038075,0.003523,0.020557,0.011629,0.010100,0.002061,0.004136,0.008840,0.012094,0.003971,0.009361,tengah_mati
0.038702,0.017054,2.823751,0.136688,0.186917,0.397885,0.010828,0.067688,-28.503674,2.398458,0.214758,0.549399,0.289623,0.116813,-0.053114,0.088102,-0.183192,0.125494,-0.187256,0.052566,-0.043066,0.032721,0.002203,0.085095,0.010092,0.017076,0.015567,0.028753,0.002864,0.003732,0.015230,0.028438,0.004456,0.031841,0.030688,0.023850,0.488214,0.071442,0.060083,0.567368,0.007678,0.085167,4.475636,1.089278,0.977804,0.457418,0.340455,0.198325,0.245430,0.272191,0.243562,0.302948,0.215833,0.163273,0.187121,0.035520,0.003097,0.076624,0.010788,0.014121,0.016599,0.033921,0.005607,0.003102,0.016399,0.029463,0.006196,0.018181,tengah_mati
0.071659,0.010013,2.855698,0.181582,0.215228,0.619790,0.007130,0.100321,-31.746537,1.573788,-0.169229,0.162398,-0.116726,0.199743,0.100691,-0.008883,-0.018142,0.210894,-0.024312,0.030180,0.038516,0.006961,0.003508,0.031433,0.017555,0.042258,0.006618,0.019191,0.004294,0.008696,0.019514,0.016988,0.003721,0.020185,0.027497,0.010728,0.581470,0.050591,0.048993,0.387690,0.004644,0.078954,3.499051,0.616154,0.629412,0.407515,0.219826,0.320679,0.249420,0.216735,0.175535,0.195770,0.155322,0.194053,0.140351,0.007998,0.003271,0.029189,0.018026,0.041827,0.006000,0.016012,0.004434,0.012864,0.024994,0.015578,0.002187,0.011611,tengah_mati
0.056559,0.011665,2.892988,0.155742,0.204083,0.402552,0.009963,0.073571,-30.614626,2.220816,-0.084454,0.300640,-0.177300,0.251291,0.184574,0.067127,-0.046352,0.070333,-0.071791,0.033200,0.107551,0.008950,0.003308,0.036859,0.020631,0.058243,0.008573,0.033317,0.003548,0.005635,0.011349,0.027449,0.003565,0.026148,0.033615,0.015944,0.517681,0.063849,0.059917,0.334944,0.006315,0.058798,4.375708,0.764228,0.652712,0.472957,0.259673,0.304576,0.246588,0.262718,0.215761,0.187884,0.174394,0.125141,0.139641,0.009823,0.005140,0.037221,0.025051,0.040071,0.008762,0.033014,0.006016,0.006071,0.008508,0.026288,0.004138,0.010301,tengah_mati
0.065903,0.012224,2.804604,0.172803,0.213125,0.552146,0.007825,0.093875,-31.370081,1.936292,-0.022152,0.301168,-0.187437,0.185000,0.143638,0.010621,0.010003,0.212603,-0.088801,0.020119,0.024346,0.012393,0.004118,0.033600,0.012955,0.049209,0.006588,0.028416,0.003822,0.006032,0.012780,0.021777,0.006378,0.020602,0.030607,0.013335,0.526273,0.053180,0.050903,0.396903,0.006278,0.067154,3.992556,0.604067,0.610986,0.392203,0.254083,0.231298,0.294788,0.209217,0.202991,0.161799,0.205949,0.155511,0.157097,0.011817,0.004255,0.030239,0.012477,0.038815,0.006276,0.017298,0.004290,0.007295,0.010656,0.022096,0.010996,0.009727,tengah_mati
0.080309,0.015097,2.834194,0.178024,0.215064,0.615285,0.006925,0.091599,-31.606668,1.944881,-0.067185,0.272158,-0.150531,0.178655,0.133601,0.040823,0.002269,0.119790,-0.081030,0.053984,0.031544,0.010157,0.003782,0.034472,0.024457,0.045934,0.006365,0.029877,0.003244,0.005720,0.011726,0.022867,0.003547,0.021037,0.038646,0.014139,0.690081,0.062852,0.049445,0.398297,0.004766,0.055528,4.019029,0.826008,0.616884,0.347304,0.252098,0.238703,0.281477,0.182501,0.219171,0.175288,0.153315,0.173297,0.163705,0.010215,0.002832,0.033708,0.019718,0.036741,0.005050,0.027510,0.002828,0.007047,0.006989,0.015681,0.002811,0.012508,tengah_mati
0.062689,0.015736,2.865350,0.165449,0.215243,0.458502,0.008020,0.068007,-31.136368,1.978345,-0.104756,0.420614,-0.087065,0.160111,0.185263,0.026659,-0.074399,0.051052,-0.022764,0.071515,0.108714,0.011025,0.003667,0.035209,0.016966,0.053730,0.009604,0.030236,0.004737,0.005565,0.010358,0.019843,0.004485,0.022153,0.027062,0.015364,0.542426,0.049508,0.040311,0.274215,0.005994,0.034610,3.652246,0.620881,0.576584,0.395471,0.241607,0.289133,0.319172,0.252491,0.211490,0.199972,0.191848,0.159050,0.128132,0.015925,0.005194,0.036386,0.019672,0.042220,0.009039,0.020623,0.009313,0.004780,0.006651,0.017913,0.006445,0.011725,tengah_mati
0.061300,0.012996,2.847417,0.167712,0.221742,0.357536,0.007202,0.061537,-31.405566,2.127522,-0.116855,0.376325,-0.179007,0.252628,0.171424,0.014851,0.044875,0.167370,-0.026400,0.065594,0.002923,0.008423,0.004150,0.033982,0.019434,0.064169,0.005457,0.037951,0.002648,0.004869,0.012740,0.022215,0.003839,0.025099,0.027608,0.012916,0.525681,0.033484,0.029243,0.212968,0.007824,0.045345,2.822741,0.508841,0.529929,0.307538,0.287714,0.271569,0.214722,0.194203,0.172845,0.146704,0.170513,0.149603,0.117578,0.007537,0.004682,0.029146,0.019387,0.039742,0.004560,0.038183,0.002867,0.005671,0.007893,0.020253,0.003560,0.012184,tengah_mati
0.054515,0.012894,2.753984,0.153125,0.210309,0.328263,0.009690,0.061218,-30.298709,2.233270,-0.150548,0.388136,-0.151403,0.137142,0.116974,0.016721,0.034679,0.088325,-0.065000,-0.006115,0.078810,0.009583,0.004412,0.042174,0.023134,0.038313,0.011249,0.039678,0.002351,0.006576,0.016123,0.028093,0.003773,0.023977,0.032747,0.018051,0.561998,0.059793,0.052535,0.339824,0.006464,0.058980,4.079420,0.739486,0.597361,0.451710,0.254933,0.340484,0.290736,0.223218,0.224912,0.206360,0.182859,0.193315,0.161266,0.009632,0.004523,0.034659,0.025417,0.032969,0.014759,0.047818,0.002227,0.007005,0.012985,0.033142,0.003606,0.014977,tengah_mati
0.053492,0.011645,2.819058,0.162564,0.218328,0.354667,0.007259,0.058396,-30.789224,2.202734,-0.141054,0.365465,-0.132285,0.205579,0.253397,-0.007541,-0.046256,0.076373,-0.102135,0.064551,0.133748,0.008709,0.003168,0.043309,0.025580,0.047579,0.011104,0.030643,0.003388,0.006657,0.013392,0.024338,0.003969,0.023489,0.021363,0.013925,0.524982,0.048936,0.044088,0.250304,0.006080,0.034368,3.605397,0.584255,0.589992,0.383281,0.277474,0.307165,0.251002,0.210391,0.236981,0.180702,0.138659,0.189289,0.208887,0.009034,0.003208,0.044253,0.024095,0.033544,0.016433,0.022356,0.003796,0.008161,0.009087,0.017983,0.003716,0.011343,tengah_mati
0.052148,0.013161,2.785999,0.164011,0.219360,0.321050,0.011183,0.051868,-30.828786,2.139046,-0.169324,0.387800,-0.115980,0.210782,0.205082,0.092539,0.086471,0.050278,-0.070017,0.022435,0.014989,0.009340,0.003554,0.049019,0.023263,0.056186,0.005545,0.022340,0.001543,0.004787,0.016598,0.017681,0.003751,0.025147,0.030278,0.017089,0.682045,0.056654,0.048901,0.276370,0.011458,0.034340,4.569911,0.826172,0.524055,0.378878,0.255674,0.281369,0.288404,0.218059,0.188069,0.132477,0.166404,0.201939,0.161822,0.009881,0.004508,0.038376,0.025076,0.041549,0.005269,0.018771,0.001519,0.006748,0.014796,0.021062,0.003531,0.011204,tengah_mati
0.051856,0.015513,2.944252,0.151857,0.204682,0.289271,0.011704,0.047936,-30.373731,2.241691,0.078951,0.361619,-0.194183,0.196940,0.105951,0.089991,0.055855,0.123874,-0.073671,0.118643,0.029641,0.010731,0.002420,0.055814,0.026448,0.051878,0.006802,0.025856,0.001865,0.004634,0.014970,0.017157,0.002985,0.029073,0.030704,0.022121,0.293125,0.066320,0.065025,0.208269,0.007903,0.027742,5.026684,0.693447,0.687569,0.450472,0.298737,0.317512,0.334685,0.237372,0.190407,0.145070,0.178222,0.164339,0.161436,0.013763,0.002435,0.043020,0.039024,0.046335,0.008414,0.034702,0.002202,0.006350,0.013775,0.017496,0.003137,0.013592,tengah_mati
0.049770,0.012673,2.935691,0.145726,0.194878,0.410380,0.010113,0.074161,-30.015495,2.227400,0.072889,0.068116,-0.351572,0.074064,0.088807,-0.019605,-0.089729,0.031200,-0.105326,0.052494,0.016730,0.013646,0.005118,0.042917,0.041901,0.040901,0.011574,0.019721,0.002779,0.008733,0.012780,0.015285,0.004015,0.024214,0.017671,0.010801,0.425215,0.039236,0.038284,0.257879,0.005461,0.051314,2.748204,0.625230,0.720153,0.496054,0.332856,0.311111,0.272741,0.227941,0.256951,0.151962,0.175139,0.217962,0.193641,0.013146,0.006307,0.031505,0.039993,0.036524,0.009201,0.019966,0.002849,0.011126,0.010809,0.020715,0.003259,0.010128,tengah_mati
0.056130,0.017900,2.863831,0.161026,0.217028,0.388685,0.005871,0.062393,-30.347067,2.215007,0.136022,0.350562,0.094142,0.085451,-0.054420,-0.073441,0.049153,0.003937,-0.064029,0.038653,-0.061325,0.020644,0.003795,0.071103,0.014169,0.026224,0.008115,0.027780,0.005194,0.008140,0.018313,0.032572,0.003191,0.025683,0.039077,0.022677,0.469044,0.070928,0.060166,0.355958,0.004621,0.046609,5.408897,0.819507,0.634367,0.397431,0.299660,0.264023,0.289873,0.198949,0.117137,0.236688,0.185806,0.160895,0.148654,0.017440,0.003046,0.050982,0.013125,0.015231,0.006294,0.028734,0.007502,0.006343,0.015605,0.028771,0.002768,0.012515,tengah_mati
0.060766,0.009339,2.905242,0.175317,0.224977,0.373875,0.007239,0.054996,-31.716747,2.111690,0.002735,0.239346,0.097390,0.016953,-0.044486,-0.035127,0.059363,0.066072,-0.155646,-0.028285,-0.048851,0.039584,0.003327,0.042036,0.009092,0.044682,0.007369,0.034398,0.001921,0.007757,0.011268,0.022270,0.005422,0.027483,0.040779,0.010195,0.472308,0.078676,0.066472,0.308615,0.007003,0.038651,5.373393,0.852087,0.687488,0.397824,0.287648,0.287533,0.248317,0.225593,0.201162,0.188721,0.171371,0.158661,0.144341,0.036323,0.002868,0.036063,0.007157,0.035422,0.007843,0.036853,0.001803,0.008653,0.010596,0.023609,0.003853,0.010859,tengah_mati
0.051346,0.007522,2.831607,0.166029,0.217705,0.348408,0.008673,0.051883,-30.523906,2.031143,0.073899,0.252118,0.168683,0.115617,-0.021669,-0.023832,0.054246,0.145354,-0.089999,0.104397,-0.015131,0.039225,0.001981,0.051361,0.004989,0.040672,0.006807,0.034958,0.001301,0.004085,0.011926,0.035617,0.004589,0.031371,0.042639,0.010451,0.681686,0.075581,0.062112,0.300115,0.010343,0.046754,5.392104,0.885491,0.657458,0.360138,0.324368,0.282860,0.224095,0.232207,0.192904,0.183873,0.192072,0.167255,0.162976,0.036802,0.001685,0.048072,0.002892,0.038422,0.007204,0.032907,0.001335,0.003702,0.013811,0.028398,0.004497,0.011791,tengah_mati
0.055138,0.005462,2.954564,0.170802,0.213891,0.423894,0.005532,0.062319,-31.643409,1.997694,0.014571,0.084547,0.129425,0.053446,0.044224,-0.067430,-0.005270,0.142759,-0.099191,0.007644,-0.033146,0.035246,0.002696,0.044889,0.007195,0.038145,0.010676,0.024650,0.003970,0.005649,0.010782,0.038920,0.005622,0.027321,0.032046,0.005532,0.415378,0.063005,0.052467,0.319483,0.005572,0.055663,4.445256,0.657006,0.795627,0.452845,0.358769,0.258239,0.217041,0.239725,0.174754,0.163349,0.169457,0.148960,0.164749,0.028024,0.002235,0.039866,0.009172,0.033461,0.010496,0.023155,0.005491,0.004872,0.012438,0.039141,0.004841,0.011208,tengah_mati
0.080876,0.004573,3.057319,0.204396,0.246305,0.567412,0.005970,0.077586,-32.837306,1.725716,-0.110512,0.188979,0.046867,0.065383,0.004069,-0.038215,0.006624,0.100231,-0.106464,0.017303,-0.043253,0.027452,0.003383,0.032340,0.009411,0.045312,0.006095,0.024135,0.002978,0.005951,0.015377,0.015628,0.005065,0.023190,0.033209,0.007463,0.266804,0.049592,0.035938,0.313374,0.006653,0.044589,3.240804,0.643500,0.418336,0.234595,0.201830,0.208624,0.180234,0.195509,0.142399,0.126204,0.156233,0.166526,0.149986,0.023745,0.002758,0.027392,0.005902,0.025220,0.004917,0.019182,0.002496,0.003892,0.016256,0.013610,0.004076,0.010432,tengah_mati
0.082202,0.005822,3.047471,0.204259,0.247447,0.499927,0.004116,0.065663,-33.138970,1.860285,-0.004923,0.137582,0.028214,0.023958,0.064073,0.028446,0.036093,0.059858,-0.142406,-0.077587,-0.018150,0.024297,0.003274,0.035955,0.013179,0.054782,0.006554,0.020811,0.001879,0.005762,0.011596,0.022273,0.004349,0.023573,0.029705,0.009468,0.311826,0.051345,0.041790,0.239208,0.004561,0.029875,3.725064,0.545612,0.399354,0.242048,0.240772,0.221558,0.190717,0.181346,0.115139,0.191159,0.187958,0.100610,0.127495,0.029057,0.002060,0.024814,0.009319,0.025882,0.004951,0.011017,0.001524,0.003555,0.009872,0.023612,0.004169,0.008193,tengah_mati
0.069374,0.005902,3.015683,0.202001,0.243196,0.560872,0.005128,0.080747,-32.285943,1.870808,-0.053475,0.233900,0.062280,0.077453,-0.047835,-0.116829,0.015835,0.098527,-0.157347,-0.042927,-0.045559,0.022792,0.004691,0.040018,0.011230,0.034769,0.007661,0.027149,0.002984,0.007919,0.017507,0.026397,0.004689,0.020174,0.027891,0.008705,0.318044,0.055898,0.047170,0.251472,0.004701,0.034901,3.542546,0.529606,0.445333,0.343928,0.294991,0.283173,0.182723,0.208368,0.152037,0.127068,0.207820,0.151411,0.113878,0.022086,0.004794,0.030228,0.005289,0.016061,0.007522,0.022134,0.002260,0.006224,0.012586,0.026795,0.003493,0.008540,tengah_mati
0.067393,0.005797,3.017272,0.195194,0.238511,0.514667,0.004606,0.073835,-32.646773,1.780573,-0.215861,0.082347,-0.011668,0.139332,-0.047619,-0.173106,-0.147574,0.075946,-0.014583,0.018235,-0.057013,0.024743,0.003830,0.036530,0.011421,0.036905,0.018401,0.022175,0.011620,0.007493,0.009429,0.018965,0.005385,0.022637,0.026226,0.008351,0.347759,0.049716,0.043997,0.256069,0.003392,0.039125,3.681084,0.524083,0.436404,0.281058,0.224912,0.224984,0.188997,0.196225,0.190582,0.180577,0.166419,0.154971,0.164455,0.029288,0.002723,0.034939,0.009032,0.025637,0.014537,0.018077,0.006900,0.005370,0.009265,0.017913,0.003965,0.010942,tengah_mati
0.045743,0.007945,2.925800,0.172263,0.239476,0.260599,0.008239,0.037659,-31.339732,2.256902,0.239414,0.455350,0.227039,0.283630,0.097033,0.007682,0.025888,0.182012,-0.054249,0.056264,-0.050863,0.024479,0.001767,0.075545,0.008135,0.033197,0.007330,0.052332,0.002805,0.004807,0.012885,0.040228,0.003287,0.034796,0.021249,0.010405,0.319172,0.044164,0.038047,0.173221,0.005162,0.023087,3.775357,0.539533,0.438238,0.305490,0.262319,0.246581,0.154668,0.157812,0.182276,0.161484,0.186457,0.128708,0.153027,0.026667,0.001261,0.053821,0.009542,0.026464,0.008072,0.038315,0.002614,0.004687,0.011704,0.039999,0.003412,0.010602,tengah_mati
0.053754,0.004035,2.812676,0.162397,0.221778,0.309739,0.006612,0.047052,-31.807491,2.237867,0.101759,0.370212,0.149681,0.153445,-0.049977,-0.029255,-0.009359,0.172739,-0.102759,-0.031218,-0.025227,0.033835,0.002275,0.051393,0.012776,0.036560,0.005023,0.048488,0.001534,0.005453,0.017710,0.031069,0.004294,0.030002,0.020072,0.005385,0.442321,0.037306,0.034793,0.201802,0.004857,0.032776,2.674274,0.549000,0.493821,0.367882,0.294201,0.229584,0.216315,0.198331,0.217860,0.167227,0.192922,0.128943,0.155414,0.031457,0.002145,0.030035,0.010992,0.020790,0.004184,0.045452,0.001731,0.004811,0.018227,0.027215,0.004031,0.012185,tengah_mati
0.115691,0.008406,2.916759,0.186339,0.202100,0.849753,0.006690,0.157486,-31.657548,2.186594,0.165407,-0.008676,0.075997,0.100909,-0.022257,-0.108163,-0.173239,-0.085393,-0.060133,0.047087,0.071908,0.028070,0.003465,0.034084,0.012342,0.022392,0.015638,0.025401,0.002471,0.006517,0.014441,0.020658,0.003360,0.019863,0.020494,0.011501,0.280260,0.047713,0.047297,0.189415,0.006220,0.028808,3.248030,0.493252,0.486928,0.260300,0.196148,0.172641,0.181225,0.177039,0.137036,0.156318,0.170657,0.142152,0.114592,0.031359,0.002587,0.022821,0.010534,0.014919,0.008456,0.014547,0.002535,0.005561,0.011062,0.017181,0.002695,0.008034,tengah_mati
0.067819,0.008001,2.888376,0.180816,0.229775,0.547866,0.007020,0.108117,-31.879577,1.836767,-0.086934,0.365087,0.044191,0.281111,0.269585,0.009253,0.069063,0.164000,-0.007577,0.088626,-0.035250,0.010407,0.004084,0.044835,0.013182,0.029179,0.005995,0.052547,0.002428,0.005260,0.016734,0.033787,0.005088,0.024259,0.027251,0.009636,0.326104,0.043208,0.034593,0.310317,0.003234,0.075451,2.506787,0.579031,0.358466,0.297506,0.224113,0.210706,0.245497,0.183163,0.186711,0.180689,0.162830,0.169020,0.157211,0.008788,0.004998,0.021116,0.016210,0.020492,0.005675,0.046241,0.002210,0.004039,0.015880,0.023706,0.004359,0.010531,depan_menyala
0.054749,0.004854,2.958562,0.190025,0.243049,0.400958,0.005434,0.064701,-32.782092,1.937638,-0.203181,0.245000,0.003625,0.265455,0.245420,-0.006702,0.057317,0.073075,-0.137323,0.035244,0.043745,0.009521,0.003253,0.041855,0.017232,0.045367,0.008841,0.048895,0.004474,0.003946,0.010411,0.036873,0.007274,0.027347,0.022021,0.006948,0.378055,0.030376,0.025470,0.225967,0.002694,0.041572,2.125906,0.419343,0.413209,0.324159,0.222956,0.222748,0.190664,0.197404,0.190298,0.189637,0.220315,0.164432,0.181994,0.009956,0.003143,0.035020,0.018186,0.036859,0.010740,0.032890,0.004858,0.004001,0.006795,0.029048,0.009336,0.011480,depan_menyala
0.081804,0.004355,3.069243,0.205484,0.243826,0.650635,0.004521,0.099175,-33.206709,1.799370,-0.124445,0.178266,-0.127753,0.094255,-0.000085,-0.054919,-0.012301,0.105208,-0.064943,0.081935,0.028272,0.011627,0.004931,0.033581,0.019621,0.044700,0.010890,0.027585,0.002974,0.007231,0.011372,0.026860,0.006445,0.019085,0.028385,0.009013,0.251313,0.032279,0.028651,0.297038,0.002750,0.054291,2.140110,0.474030,0.348047,0.245972,0.182690,0.233590,0.273635,0.203273,0.186714,0.194633,0.143080,0.180145,0.168117,0.009813,0.004499,0.028354,0.015113,0.027984,0.008669,0.013350,0.002455,0.005878,0.006587,0.015994,0.006279,0.009475,depan_menyala
0.058708,0.002955,3.031418,0.189518,0.245261,0.410212,0.005912,0.060352,-32.997842,1.928727,-0.242850,0.210824,-0.029058,0.205634,0.241776,0.076852,0.065733,0.223312,-0.031541,0.036699,0.003037,0.009928,0.005598,0.042383,0.008475,0.048152,0.006473,0.064660,0.004944,0.005087,0.009479,0.034065,0.005717,0.029618,0.022624,0.003820,0.173881,0.035289,0.026211,0.195073,0.003967,0.034865,2.330563,0.323625,0.334713,0.221581,0.242137,0.202787,0.203293,0.193836,0.218169,0.161635,0.178292,0.155088,0.140720,0.011271,0.006165,0.028516,0.008511,0.035819,0.004303,0.024260,0.006100,0.005618,0.007071,0.020510,0.005991,0.009894,depan_menyala
