@RELATION svm5classmodel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {depan_mati,tengah_mati,depan_menyala,samping_mati}

@DATA
0.055974,0.006351,2.994206,0.174436,0.231582,0.359802,0.006558,0.061540,-32.028099,1.955599,-0.253933,0.339411,-0.044348,0.084418,0.060304,-0.091489,0.057548,0.139063,-0.089586,0.044319,-0.030648,0.011556,0.005233,0.038966,0.024933,0.041744,0.005517,0.025913,0.005082,0.007549,0.018860,0.024983,0.006119,0.022605,0.021724,0.006245,0.409104,0.047301,0.037325,0.213970,0.005186,0.025519,3.057139,0.615786,0.357782,0.291388,0.269276,0.255928,0.250858,0.202977,0.250520,0.218908,0.201085,0.207496,0.148191,0.010105,0.004584,0.032021,0.025688,0.026139,0.003451,0.019850,0.005255,0.007307,0.014833,0.023102,0.006528,0.009798,depan_menyala
0.064201,0.006664,2.975532,0.179640,0.229779,0.451597,0.007771,0.073518,-32.549958,1.800929,-0.159739,0.303305,-0.096339,0.237927,0.152723,-0.008893,0.145818,0.183141,0.040060,0.091353,-0.029714,0.010100,0.003800,0.034820,0.008970,0.048023,0.006201,0.033379,0.003715,0.005002,0.012902,0.030235,0.009057,0.022833,0.031478,0.006778,0.444293,0.054011,0.040590,0.310910,0.005768,0.050991,2.897845,0.767119,0.463767,0.352399,0.301054,0.237123,0.250785,0.187902,0.231312,0.186083,0.208778,0.200592,0.157646,0.010439,0.003998,0.033347,0.009832,0.040962,0.007139,0.023232,0.002875,0.005884,0.011991,0.023240,0.010975,0.012861,depan_menyala
0.084638,0.006735,2.987061,0.201309,0.236176,0.636413,0.005071,0.104530,-32.868566,1.791357,-0.248146,0.177104,-0.126421,0.164275,0.209518,0.069188,0.052576,0.047128,-0.065025,0.014073,0.014778,0.010467,0.007231,0.034964,0.023918,0.035247,0.006846,0.027712,0.004140,0.003682,0.013128,0.025809,0.005826,0.018857,0.031759,0.007173,0.351692,0.036267,0.031648,0.332541,0.003990,0.063870,2.433233,0.440503,0.387771,0.309621,0.242670,0.231497,0.216627,0.216402,0.205316,0.166699,0.174338,0.214551,0.151769,0.008558,0.008319,0.025094,0.022210,0.023816,0.005682,0.019552,0.004236,0.002552,0.009101,0.023471,0.005163,0.009380,depan_menyala
0.069377,0.008063,2.965552,0.175585,0.215502,0.624420,0.006017,0.108019,-31.324511,1.640015,-0.064189,0.079934,-0.231508,0.119520,0.073360,-0.053846,-0.060631,0.049620,-0.056240,0.084741,-0.038681,0.012535,0.004182,0.029010,0.025738,0.041634,0.011520,0.022924,0.003586,0.007578,0.009645,0.023460,0.006668,0.018976,0.030771,0.009485,0.471359,0.058670,0.051134,0.376309,0.004791,0.070500,3.948928,0.621933,0.411413,0.343872,0.259354,0.232283,0.282086,0.229208,0.237137,0.270237,0.196045,0.161098,0.166085,0.012873,0.003827,0.028195,0.025560,0.029506,0.008512,0.022835,0.002706,0.006791,0.007966,0.014652,0.006164,0.011024,depan_menyala
0.065274,0.005831,3.038270,0.193045,0.237588,0.482901,0.006504,0.066295,-33.217865,1.917561,-0.222063,0.171072,-0.102151,0.175895,0.172639,0.041512,0.048972,0.248347,-0.087762,0.000862,-0.014975,0.013374,0.009204,0.040450,0.024218,0.033377,0.008236,0.028561,0.003564,0.005926,0.015629,0.023037,0.005100,0.020919,0.022146,0.005411,0.344839,0.039433,0.030810,0.199600,0.005807,0.022624,2.876482,0.498692,0.401902,0.249104,0.249561,0.210721,0.246073,0.187655,0.193544,0.180790,0.136665,0.187358,0.152154,0.010316,0.012423,0.034396,0.022696,0.020369,0.007443,0.021325,0.003077,0.005733,0.011784,0.017536,0.004404,0.010134,depan_menyala
0.076875,0.011105,2.899590,0.201361,0.242413,0.540803,0.006190,0.079552,-32.369025,1.819640,-0.101179,0.303249,-0.060200,0.176458,0.132724,0.055355,0.121553,0.104540,-0.087851,0.032226,0.000062,0.011613,0.004052,0.044189,0.023729,0.030196,0.007821,0.047327,0.002756,0.005607,0.014818,0.033833,0.003898,0.024884,0.024477,0.015055,0.501247,0.047549,0.043193,0.186247,0.004629,0.025132,3.143405,0.443530,0.353160,0.289747,0.240533,0.225173,0.173771,0.202859,0.219712,0.208554,0.211974,0.152787,0.143929,0.010853,0.003354,0.033677,0.026161,0.017528,0.006887,0.036605,0.003802,0.004523,0.008979,0.023914,0.002557,0.009761,depan_menyala
0.072568,0.008669,2.975134,0.197670,0.240728,0.502925,0.004844,0.070001,-32.829706,1.924997,-0.288605,0.192963,-0.176701,0.079128,0.186275,-0.000876,0.046549,0.154712,-0.088510,0.046501,-0.004595,0.016421,0.006511,0.032326,0.019203,0.045852,0.008904,0.023244,0.003736,0.008624,0.008932,0.022620,0.005848,0.019193,0.034842,0.011239,0.434881,0.062758,0.053300,0.264743,0.003815,0.031831,4.490045,0.599012,0.381444,0.264427,0.288161,0.233813,0.256077,0.190432,0.216982,0.174273,0.189006,0.164906,0.137123,0.012168,0.005677,0.029982,0.017647,0.028146,0.006876,0.014731,0.004495,0.007220,0.006460,0.013565,0.004498,0.010623,depan_menyala
0.067089,0.006238,2.822416,0.190333,0.243108,0.419495,0.008508,0.062330,-32.751611,2.008629,-0.076411,0.308073,-0.122335,0.198330,0.162029,0.025761,0.054107,0.111844,-0.063967,0.022039,-0.014627,0.012700,0.004548,0.038778,0.021105,0.040937,0.007182,0.033157,0.002016,0.004854,0.017940,0.027822,0.004884,0.022138,0.033934,0.007964,0.535504,0.071076,0.052639,0.327286,0.008827,0.047188,4.713913,0.708134,0.422020,0.311004,0.353532,0.278641,0.204962,0.181500,0.216001,0.210061,0.180480,0.176737,0.136751,0.013026,0.004338,0.030149,0.026050,0.029776,0.005999,0.024095,0.001739,0.004578,0.013901,0.017821,0.005678,0.010403,depan_menyala
0.071090,0.007188,3.134058,0.202238,0.243693,0.570270,0.004374,0.085178,-31.397042,1.650796,-0.331087,0.104659,-0.096093,0.122399,0.010536,-0.237138,-0.082531,0.208536,-0.140419,-0.108261,-0.099859,0.021355,0.003342,0.028707,0.008062,0.030852,0.009615,0.014497,0.006940,0.024108,0.011821,0.020561,0.006475,0.018604,0.023034,0.012058,0.170549,0.042400,0.037702,0.222571,0.003401,0.032703,2.954544,0.530816,0.363113,0.240650,0.162591,0.183173,0.199853,0.182821,0.171785,0.128609,0.120726,0.135867,0.105933,0.019414,0.001861,0.025276,0.005774,0.014608,0.009836,0.012663,0.005150,0.003389,0.008009,0.016787,0.005575,0.007726,depan_menyala
0.078622,0.006991,2.794085,0.161988,0.200874,0.614933,0.006880,0.105229,-30.267739,1.877431,-0.037224,0.114286,-0.113189,0.208784,-0.011055,-0.093151,0.012673,0.088749,-0.140436,-0.010992,-0.191323,0.026706,0.005471,0.043072,0.012183,0.025104,0.007567,0.016449,0.004197,0.010440,0.012043,0.021936,0.005574,0.018316,0.047528,0.011923,0.645655,0.079249,0.061123,0.525001,0.006471,0.074844,5.375016,0.989720,0.604524,0.314026,0.306084,0.259160,0.199124,0.340893,0.233754,0.229462,0.202477,0.197689,0.188757,0.032588,0.004894,0.047561,0.008858,0.021773,0.005112,0.011783,0.004447,0.010846,0.008208,0.015403,0.004263,0.012449,depan_menyala
0.067302,0.006480,3.056117,0.194466,0.240252,0.533678,0.004410,0.077511,-32.654456,1.828697,-0.217891,0.173438,-0.095952,0.125406,-0.034734,-0.013730,-0.037148,0.075840,-0.046400,0.025260,-0.134372,0.023389,0.006107,0.037435,0.013050,0.030685,0.010885,0.017530,0.003782,0.011786,0.012147,0.020316,0.006189,0.017540,0.022695,0.010131,0.232183,0.048609,0.039161,0.233393,0.003076,0.030031,3.707391,0.558197,0.425338,0.316374,0.221921,0.257658,0.181480,0.178784,0.169006,0.163225,0.148427,0.167126,0.172120,0.022973,0.005580,0.034301,0.006847,0.011514,0.008575,0.011487,0.004743,0.009042,0.008805,0.014432,0.005769,0.008962,depan_menyala
0.097263,0.003803,3.078360,0.216451,0.248127,0.598550,0.003448,0.092151,-33.168675,1.607006,-0.211108,0.252756,0.024694,0.118114,-0.014634,-0.023487,0.145465,0.054336,-0.083944,-0.016388,-0.072162,0.019309,0.004718,0.037803,0.007507,0.050641,0.006193,0.016377,0.005746,0.007727,0.010437,0.020537,0.004204,0.022891,0.039595,0.006552,0.166574,0.051204,0.038395,0.318774,0.002091,0.052586,3.600275,0.360948,0.316297,0.303049,0.255423,0.236575,0.181004,0.234714,0.219068,0.184074,0.155488,0.129899,0.156106,0.018445,0.003863,0.038348,0.004296,0.024438,0.005175,0.017180,0.005762,0.005133,0.010542,0.017551,0.002352,0.008297,depan_menyala
0.060433,0.006375,2.989479,0.175347,0.219152,0.396280,0.006234,0.064372,-30.374882,1.839172,-0.192542,0.217798,-0.005564,0.155305,-0.044014,-0.092405,0.129578,0.080745,-0.165133,-0.058443,-0.202183,0.039210,0.004411,0.050586,0.006410,0.035277,0.005062,0.014299,0.005801,0.007311,0.013206,0.026206,0.006716,0.027264,0.035090,0.009504,0.374069,0.078771,0.068641,0.284996,0.005454,0.032984,5.685299,0.627585,0.590008,0.365666,0.234927,0.295726,0.247875,0.266345,0.154051,0.171804,0.169540,0.168520,0.182089,0.039849,0.005245,0.058759,0.004633,0.030831,0.004848,0.011341,0.011178,0.006084,0.016596,0.020599,0.005493,0.012288,depan_menyala
0.046561,0.009510,3.028857,0.169309,0.217703,0.347378,0.007132,0.057963,-29.089951,1.927577,0.029359,0.311815,-0.087883,-0.054010,-0.271353,-0.252266,-0.063069,0.129906,-0.080816,0.105054,0.020308,0.029669,0.002523,0.033436,0.006373,0.025771,0.039886,0.023331,0.002732,0.030817,0.013785,0.023364,0.005139,0.032327,0.024087,0.013798,0.261458,0.065108,0.060672,0.270240,0.005933,0.039490,4.332847,0.526030,0.566096,0.386626,0.279712,0.364029,0.253947,0.235781,0.219673,0.238664,0.255987,0.200072,0.293946,0.036754,0.002238,0.037078,0.004446,0.032033,0.052778,0.025554,0.005447,0.029531,0.020899,0.021790,0.006749,0.010471,depan_menyala
0.088198,0.002435,3.035303,0.214191,0.249678,0.701579,0.003923,0.095493,-33.980561,1.605603,-0.196525,0.303992,0.017836,0.150017,0.004849,0.000611,0.087747,0.125190,-0.101163,-0.024519,-0.123832,0.029978,0.003903,0.040730,0.007666,0.020271,0.006550,0.024551,0.004880,0.008175,0.012103,0.025804,0.008144,0.018791,0.029991,0.005751,0.333853,0.054523,0.042901,0.266346,0.003368,0.030502,3.524763,0.486360,0.516816,0.274643,0.211826,0.198185,0.147200,0.175013,0.158655,0.190893,0.152045,0.137199,0.172349,0.028499,0.003206,0.034324,0.004559,0.014214,0.004152,0.025204,0.004222,0.006553,0.009361,0.022136,0.005468,0.010261,depan_menyala
0.079499,0.003722,3.118030,0.216082,0.248483,0.579714,0.004903,0.083046,-33.557834,1.495433,-0.252881,0.259880,0.019072,0.093755,0.064676,-0.014457,0.101240,0.087862,-0.088247,0.026054,-0.101528,0.033859,0.003731,0.030403,0.006057,0.048857,0.005613,0.021358,0.003019,0.004780,0.010658,0.021069,0.005869,0.024473,0.031685,0.008282,0.201958,0.059239,0.048227,0.251212,0.005935,0.035837,3.930782,0.521307,0.411966,0.325144,0.200708,0.192036,0.187975,0.198671,0.169590,0.169109,0.141659,0.154893,0.151374,0.045464,0.002789,0.027066,0.005007,0.027535,0.004414,0.017992,0.002123,0.004002,0.009668,0.020955,0.004619,0.009678,depan_menyala
0.088740,0.002579,3.040287,0.224959,0.250925,0.715139,0.003973,0.110088,-33.666877,1.367223,-0.172128,0.374860,0.026844,0.100992,-0.062537,-0.046467,0.125709,0.140138,-0.068498,-0.019539,-0.090573,0.029822,0.002738,0.024363,0.004932,0.044358,0.007977,0.017278,0.003107,0.005569,0.011787,0.023332,0.005192,0.020880,0.030658,0.005590,0.323847,0.056834,0.043135,0.329439,0.004873,0.048597,3.410027,0.400794,0.303704,0.303624,0.154435,0.232872,0.164757,0.161302,0.176747,0.184886,0.149736,0.111110,0.147730,0.035729,0.002175,0.021382,0.002972,0.020897,0.004373,0.012324,0.002009,0.006343,0.007260,0.020022,0.003811,0.009050,depan_menyala
0.073196,0.003661,2.903771,0.177576,0.215585,0.562587,0.004426,0.106420,-30.395850,1.756571,-0.353997,0.128284,-0.084485,0.141696,0.001470,-0.004995,0.023882,0.091218,-0.101743,-0.065003,-0.076143,0.035143,0.006931,0.035679,0.008886,0.025211,0.010127,0.020921,0.004394,0.006577,0.010669,0.021946,0.006794,0.020780,0.040976,0.007370,0.491911,0.071553,0.055111,0.416606,0.002907,0.079046,4.615940,0.553367,0.575059,0.472187,0.260824,0.240967,0.248724,0.271306,0.198927,0.200373,0.205305,0.172308,0.187427,0.054792,0.006637,0.038103,0.006929,0.028219,0.009869,0.012926,0.004246,0.005698,0.008192,0.022926,0.005701,0.015028,depan_menyala
0.059873,0.006911,2.981740,0.145732,0.197415,0.454629,0.008467,0.080778,-29.874887,1.874617,-0.030629,0.263750,0.032713,0.099794,-0.013552,-0.042789,0.037868,0.088696,-0.059178,0.017927,-0.165355,0.033489,0.003783,0.052434,0.009847,0.024696,0.007154,0.033919,0.003818,0.009758,0.012014,0.028474,0.006475,0.024784,0.039095,0.008898,0.325733,0.056161,0.050544,0.417167,0.012462,0.060237,4.597289,0.842774,0.561382,0.473779,0.314770,0.285886,0.298015,0.340651,0.265274,0.178881,0.193375,0.176402,0.156593,0.032631,0.005339,0.043765,0.012521,0.026415,0.006601,0.033140,0.005011,0.013503,0.008871,0.022666,0.006478,0.013424,depan_menyala
0.061187,0.006271,2.963845,0.159750,0.208356,0.367857,0.006342,0.060768,-30.809386,1.770327,-0.207178,0.307439,-0.039758,0.112994,-0.027391,-0.069091,0.022361,0.088335,-0.078664,0.054978,-0.110640,0.030988,0.004250,0.039294,0.007950,0.034769,0.007905,0.023638,0.006313,0.008449,0.014539,0.029433,0.006289,0.025635,0.037665,0.009170,0.381671,0.069461,0.064927,0.265747,0.005777,0.028480,5.560408,0.705315,0.496283,0.385813,0.252671,0.291989,0.273259,0.219498,0.219687,0.207913,0.207111,0.175047,0.217556,0.039863,0.004355,0.043937,0.006446,0.035968,0.006608,0.024720,0.011924,0.006429,0.018178,0.027322,0.006139,0.012997,depan_menyala
0.006276,0.007946,2.892922,0.104245,0.196139,0.039187,0.020167,0.009815,-29.268589,2.853741,0.183946,0.593022,0.277325,0.293838,0.122657,0.148975,0.041222,0.137717,0.022560,0.075596,0.032163,0.025502,0.000761,0.164562,0.002055,0.014214,0.001683,0.152337,0.001242,0.001712,0.003081,0.021786,0.001141,0.063209,0.004778,0.010183,0.305690,0.025282,0.035236,0.046725,0.066174,0.007858,2.675669,0.532388,0.568998,0.228691,0.169758,0.158240,0.130546,0.141437,0.195279,0.097079,0.127804,0.106266,0.119006,0.041003,0.001148,0.051132,0.001781,0.021504,0.002065,0.050518,0.002946,0.002865,0.003501,0.013931,0.001416,0.013104,depan_menyala
0.005982,0.010304,2.980508,0.082931,0.177223,0.018386,0.024585,0.009453,-29.421420,2.949940,0.213732,0.599478,0.280474,0.358098,0.162571,0.161993,0.073277,0.150464,-0.009372,0.082163,0.035142,0.017364,0.000783,0.188050,0.001693,0.017844,0.001486,0.158516,0.000823,0.000664,0.002333,0.015290,0.001304,0.066688,0.005077,0.011187,0.193766,0.018481,0.030838,0.009456,0.073506,0.007976,2.592800,0.482986,0.543522,0.232732,0.206296,0.179749,0.162281,0.121589,0.159745,0.127758,0.148990,0.093568,0.123177,0.026720,0.001421,0.053749,0.002360,0.018115,0.002797,0.041208,0.002045,0.000850,0.002094,0.010411,0.002293,0.012695,depan_menyala
0.008424,0.015997,2.885406,0.079631,0.168519,0.023564,0.038213,0.013680,-28.397614,2.966773,-0.111767,0.591768,0.276833,0.398713,0.190934,0.044618,0.073642,0.166000,-0.040183,0.167746,-0.002692,0.026556,0.001079,0.164670,0.002083,0.022171,0.002833,0.117081,0.001457,0.001621,0.003558,0.015237,0.001509,0.057762,0.006400,0.020848,0.317272,0.025219,0.037261,0.024659,0.109743,0.012158,4.376172,0.627549,0.837687,0.257264,0.242947,0.244202,0.114987,0.173717,0.186574,0.141659,0.208448,0.125550,0.177074,0.037582,0.002091,0.078386,0.002791,0.031740,0.003916,0.064014,0.003440,0.002023,0.004599,0.014084,0.002583,0.018904,depan_menyala
0.007084,0.016599,2.981889,0.104047,0.194659,0.038043,0.036102,0.012055,-27.716661,2.814691,-0.027128,0.477875,0.294631,0.365758,0.269292,0.093225,0.016297,0.145952,-0.033275,0.079172,-0.039600,0.018526,0.001141,0.139347,0.001878,0.019728,0.004790,0.148126,0.004258,0.001162,0.005503,0.028080,0.000979,0.056919,0.006318,0.018971,0.174651,0.022143,0.034584,0.020245,0.110206,0.011344,3.629777,0.599370,0.572301,0.250028,0.227260,0.246204,0.177625,0.195133,0.149297,0.140485,0.221350,0.138769,0.172254,0.026559,0.001763,0.059395,0.002335,0.025066,0.006699,0.072647,0.008997,0.001527,0.005964,0.018884,0.001391,0.019576,depan_menyala
0.006965,0.009995,2.959392,0.102803,0.193105,0.034748,0.032802,0.012455,-28.102159,2.855178,-0.048879,0.497502,0.247747,0.290332,0.211519,0.145479,-0.013482,0.134717,-0.021605,0.059287,0.036495,0.022128,0.001165,0.143654,0.002439,0.017849,0.003909,0.149033,0.002306,0.003430,0.004534,0.025268,0.001363,0.057685,0.005584,0.012048,0.254093,0.029820,0.044845,0.021293,0.109940,0.011455,3.863457,0.684089,0.753525,0.255737,0.185445,0.149984,0.136189,0.161673,0.191971,0.165969,0.195284,0.156163,0.120687,0.035322,0.001808,0.063103,0.002919,0.022741,0.006097,0.073696,0.004646,0.009660,0.005141,0.013910,0.002154,0.019800,depan_menyala
0.006788,0.014805,2.972607,0.098840,0.187775,0.037093,0.031097,0.011420,-28.152815,2.934674,0.046247,0.600891,0.222605,0.307217,0.216983,0.133105,0.017422,0.135949,-0.024808,0.038509,0.026836,0.024664,0.000310,0.151392,0.004178,0.018005,0.002188,0.150048,0.000530,0.000880,0.002970,0.024154,0.001814,0.059883,0.006033,0.018016,0.374363,0.031658,0.048211,0.031308,0.090260,0.009542,3.774714,0.713177,0.705485,0.244535,0.222781,0.189309,0.158011,0.162861,0.216157,0.161107,0.185119,0.130088,0.150233,0.038476,0.000213,0.063543,0.005306,0.021570,0.002884,0.067518,0.000784,0.001132,0.002827,0.018923,0.003503,0.016208,depan_menyala
0.007593,0.021769,2.959317,0.104265,0.193669,0.040080,0.036397,0.013006,-27.972299,2.855311,-0.033606,0.485884,0.279644,0.336173,0.180258,0.104878,0.087140,0.135529,-0.030452,0.099378,-0.009051,0.007595,0.001509,0.132078,0.001976,0.022647,0.003230,0.150042,0.003591,0.001407,0.005707,0.038864,0.001728,0.056695,0.007254,0.035207,0.241061,0.025897,0.042760,0.026885,0.109133,0.012472,4.045242,0.579923,0.706298,0.269306,0.199654,0.208883,0.135219,0.185193,0.123107,0.161717,0.203460,0.098223,0.162317,0.006933,0.002122,0.063057,0.002656,0.027433,0.004498,0.080955,0.008070,0.002027,0.006263,0.032753,0.002850,0.020736,depan_menyala
0.007997,0.016348,2.904119,0.076415,0.161806,0.030602,0.039033,0.013196,-29.186852,3.060112,0.056553,0.732958,0.362529,0.300629,0.141301,0.052242,0.057580,0.219868,-0.097699,0.152926,0.003178,0.006991,0.000984,0.157432,0.001537,0.025671,0.005173,0.122471,0.002961,0.001252,0.005425,0.031614,0.001625,0.057384,0.007398,0.022861,0.314687,0.028498,0.038676,0.036003,0.105875,0.012784,4.528323,0.643562,0.816014,0.480985,0.309679,0.224006,0.164072,0.231101,0.179775,0.160752,0.244021,0.170713,0.155630,0.006585,0.001703,0.080426,0.002017,0.025184,0.007307,0.065219,0.007690,0.001805,0.006193,0.030405,0.002976,0.020088,depan_menyala
0.006613,0.011610,2.897281,0.100517,0.192640,0.031006,0.027558,0.011603,-28.352381,2.943535,0.136583,0.481441,0.219959,0.321044,0.174696,0.078981,0.049066,0.102757,-0.032293,0.115224,0.019121,0.020803,0.000634,0.147326,0.002819,0.021747,0.006227,0.129647,0.001118,0.002133,0.004563,0.027555,0.001101,0.055218,0.005655,0.013754,0.348333,0.027749,0.044473,0.013181,0.088087,0.010259,3.980822,0.673214,0.651983,0.288520,0.265910,0.251201,0.158390,0.193001,0.157973,0.151996,0.182997,0.109812,0.141259,0.030327,0.000798,0.073344,0.003642,0.033018,0.011343,0.071035,0.003046,0.003725,0.005005,0.022304,0.001428,0.021487,depan_menyala
0.008761,0.017907,2.935142,0.073524,0.156677,0.034930,0.033463,0.014998,-29.316477,3.105039,-0.014800,0.725051,0.343219,0.277233,0.130742,0.035137,0.020194,0.196330,-0.077381,0.119356,0.003714,0.015024,0.001503,0.152488,0.002248,0.023894,0.007666,0.116605,0.002107,0.004200,0.006189,0.026864,0.001045,0.054992,0.008724,0.027499,0.275824,0.027383,0.036894,0.052988,0.102488,0.014359,5.007506,0.680922,0.842137,0.381137,0.284772,0.264643,0.211478,0.216727,0.219313,0.218674,0.233706,0.157560,0.177898,0.018354,0.002425,0.088347,0.003189,0.026284,0.012860,0.066818,0.004801,0.009214,0.008797,0.026277,0.001601,0.023540,depan_menyala
0.057289,0.011282,2.706489,0.163133,0.202652,0.769565,0.006536,0.124911,-29.648335,2.025840,0.291783,0.422101,0.171257,0.124072,-0.055295,0.062017,-0.099090,0.117989,-0.066602,0.089472,0.046900,0.027192,0.001569,0.061967,0.008254,0.029892,0.013075,0.022923,0.001001,0.005938,0.006336,0.019971,0.004509,0.021280,0.048076,0.016421,0.414516,0.075183,0.045669,0.799745,0.005329,0.125593,4.601363,1.306941,0.731322,0.360358,0.392750,0.169118,0.226274,0.208527,0.208726,0.166346,0.155047,0.124480,0.134575,0.024820,0.001226,0.047243,0.007070,0.037675,0.019289,0.015143,0.000969,0.004115,0.004350,0.014969,0.005069,0.014361,samping_mati
0.063268,0.009730,2.850067,0.172655,0.206632,0.799649,0.007240,0.129224,-29.721941,1.825798,0.398757,0.375917,0.187338,0.201870,-0.067641,0.001696,-0.208851,0.098954,-0.097147,0.175731,0.031269,0.028079,0.001164,0.061408,0.007823,0.026660,0.015990,0.023807,0.001761,0.005054,0.007066,0.021806,0.004264,0.023606,0.042537,0.012402,0.325153,0.070411,0.051199,0.639758,0.006118,0.097898,3.998764,1.097625,0.693721,0.308095,0.275631,0.311201,0.214116,0.241915,0.271311,0.206983,0.173287,0.150519,0.164505,0.030578,0.001077,0.043850,0.007127,0.029352,0.023095,0.014350,0.002318,0.004476,0.005705,0.023452,0.003905,0.013332,samping_mati
0.068750,0.008754,2.708709,0.166880,0.201792,0.737290,0.008754,0.123117,-30.103387,2.009420,0.302301,0.367939,0.141485,0.160722,-0.028227,0.014864,-0.116788,0.103540,-0.137528,0.099575,0.053241,0.025828,0.002227,0.055126,0.007880,0.031616,0.012910,0.024574,0.002076,0.006762,0.009793,0.017896,0.004700,0.021039,0.052967,0.015436,0.558986,0.073979,0.055719,0.639205,0.008849,0.101401,4.194595,1.142996,0.682486,0.396412,0.330806,0.298257,0.200578,0.287980,0.213762,0.189000,0.167493,0.170480,0.142250,0.027840,0.002188,0.040316,0.006202,0.036688,0.019974,0.018054,0.002920,0.005286,0.006962,0.014661,0.004825,0.012878,samping_mati
0.073911,0.008237,2.781564,0.196113,0.216636,1.054751,0.005740,0.172762,-31.755663,1.353337,0.121193,0.356082,0.135759,0.139858,0.010429,0.063590,-0.058785,0.124536,0.017849,0.127343,0.030025,0.020813,0.002423,0.039082,0.007923,0.028268,0.009286,0.020327,0.002379,0.005636,0.008824,0.013814,0.006108,0.016092,0.037311,0.014047,0.296943,0.055524,0.038691,0.494425,0.006187,0.078032,2.879035,0.861590,0.526533,0.310438,0.222880,0.167452,0.150251,0.141223,0.159936,0.108839,0.088460,0.081200,0.091879,0.024211,0.001674,0.029294,0.005978,0.017915,0.012185,0.012596,0.002220,0.005390,0.005687,0.011761,0.004667,0.009269,samping_mati
0.061780,0.008120,2.868218,0.169724,0.210519,0.671759,0.007046,0.109963,-30.226458,1.977380,0.180261,0.374932,0.189948,0.207238,0.053878,0.044616,-0.047792,0.053868,-0.110601,0.132802,0.037572,0.027138,0.001606,0.063703,0.007446,0.035436,0.015211,0.032542,0.001651,0.005377,0.006084,0.020203,0.003532,0.026500,0.052038,0.011566,0.304032,0.068547,0.042558,0.619298,0.006474,0.103041,4.675280,1.076666,0.512064,0.262896,0.221644,0.273089,0.173291,0.196530,0.209287,0.173537,0.156344,0.166554,0.166123,0.032948,0.001259,0.044096,0.006036,0.042513,0.021216,0.027501,0.001882,0.005258,0.005022,0.019275,0.003725,0.013995,samping_mati
